MNIST: 2024-04-15 19:07:51,854 [INFO] EvoJAX MNIST Demo
MNIST: 2024-04-15 19:07:51,854 [INFO] ==============================
MNIST: 2024-04-15 19:07:56,233 [INFO] ConvNetPolicy.num_params = 11274
MNIST: 2024-04-15 19:07:57,244 [INFO] use_for_loop=False
MNIST: 2024-04-15 19:07:57,267 [INFO] Start to train for 5000 iterations.
MNIST: 2024-04-15 19:08:05,995 [INFO] Iter=1, size=128, max=-2.2955, avg=-2.3047, min=-2.3156, std=0.0037
MNIST: 2024-04-15 19:23:35,435 [INFO] Iter=2210, size=128, max=-0.0668, avg=-0.0869, min=-0.1327, std=0.0099
MNIST: 2024-04-15 19:23:35,508 [INFO] Iter=2211, size=128, max=-0.0534, avg=-0.0747, min=-0.1074, std=0.0094
MNIST: 2024-04-15 19:23:35,580 [INFO] Iter=2212, size=128, max=-0.0812, avg=-0.0968, min=-0.1312, std=0.0083
MNIST: 2024-04-15 19:23:35,658 [INFO] Iter=2213, size=128, max=-0.0734, avg=-0.0923, min=-0.1308, std=0.0086
MNIST: 2024-04-15 19:23:35,734 [INFO] Iter=2214, size=128, max=-0.0751, avg=-0.1010, min=-0.1308, std=0.0100
MNIST: 2024-04-15 19:23:35,812 [INFO] Iter=2215, size=128, max=-0.0587, avg=-0.0744, min=-0.1012, std=0.0079
MNIST: 2024-04-15 19:23:35,889 [INFO] Iter=2216, size=128, max=-0.0561, avg=-0.0756, min=-0.0970, std=0.0084
MNIST: 2024-04-15 19:23:35,966 [INFO] Iter=2217, size=128, max=-0.0798, avg=-0.0989, min=-0.1465, std=0.0102
MNIST: 2024-04-15 19:23:36,044 [INFO] Iter=2218, size=128, max=-0.0729, avg=-0.0929, min=-0.1262, std=0.0093
MNIST: 2024-04-15 19:23:36,120 [INFO] Iter=2219, size=128, max=-0.0663, avg=-0.0823, min=-0.1125, std=0.0089
MNIST: 2024-04-15 19:23:36,198 [INFO] Iter=2220, size=128, max=-0.0637, avg=-0.0825, min=-0.1178, std=0.0086
MNIST: 2024-04-15 19:23:36,276 [INFO] Iter=2221, size=128, max=-0.0624, avg=-0.0797, min=-0.1037, std=0.0085
MNIST: 2024-04-15 19:23:36,354 [INFO] Iter=2222, size=128, max=-0.0578, avg=-0.0762, min=-0.1628, std=0.0113
MNIST: 2024-04-15 19:23:36,426 [INFO] Iter=2223, size=128, max=-0.0704, avg=-0.0832, min=-0.1214, std=0.0076
MNIST: 2024-04-15 19:23:36,505 [INFO] Iter=2224, size=128, max=-0.0810, avg=-0.0978, min=-0.1347, std=0.0096
MNIST: 2024-04-15 19:23:36,582 [INFO] Iter=2225, size=128, max=-0.0712, avg=-0.0890, min=-0.1153, std=0.0087
MNIST: 2024-04-15 19:23:36,658 [INFO] Iter=2226, size=128, max=-0.0716, avg=-0.0856, min=-0.1388, std=0.0095
MNIST: 2024-04-15 19:23:36,731 [INFO] Iter=2227, size=128, max=-0.0576, avg=-0.0759, min=-0.0966, std=0.0075
MNIST: 2024-04-15 19:23:36,810 [INFO] Iter=2228, size=128, max=-0.0904, avg=-0.1154, min=-0.1483, std=0.0108
MNIST: 2024-04-15 19:23:36,888 [INFO] Iter=2229, size=128, max=-0.0818, avg=-0.1053, min=-0.1404, std=0.0112
MNIST: 2024-04-15 19:23:36,962 [INFO] Iter=2230, size=128, max=-0.0893, avg=-0.1113, min=-0.1640, std=0.0116
MNIST: 2024-04-15 19:23:37,040 [INFO] Iter=2231, size=128, max=-0.0785, avg=-0.0951, min=-0.1254, std=0.0085
MNIST: 2024-04-15 19:23:37,119 [INFO] Iter=2232, size=128, max=-0.0618, avg=-0.0807, min=-0.1477, std=0.0119
MNIST: 2024-04-15 19:23:37,192 [INFO] Iter=2233, size=128, max=-0.0543, avg=-0.0719, min=-0.1245, std=0.0098
MNIST: 2024-04-15 19:23:37,268 [INFO] Iter=2234, size=128, max=-0.0523, avg=-0.0699, min=-0.1001, std=0.0089
MNIST: 2024-04-15 19:23:37,347 [INFO] Iter=2235, size=128, max=-0.0680, avg=-0.0866, min=-0.1290, std=0.0103
MNIST: 2024-04-15 19:23:37,426 [INFO] Iter=2236, size=128, max=-0.0545, avg=-0.0708, min=-0.0911, std=0.0077
MNIST: 2024-04-15 19:23:37,504 [INFO] Iter=2237, size=128, max=-0.0777, avg=-0.0952, min=-0.1446, std=0.0118
MNIST: 2024-04-15 19:23:37,582 [INFO] Iter=2238, size=128, max=-0.0719, avg=-0.0854, min=-0.1173, std=0.0082
MNIST: 2024-04-15 19:23:37,658 [INFO] Iter=2239, size=128, max=-0.0774, avg=-0.0971, min=-0.1348, std=0.0100
MNIST: 2024-04-15 19:23:37,735 [INFO] Iter=2240, size=128, max=-0.0868, avg=-0.1052, min=-0.1421, std=0.0105
MNIST: 2024-04-15 19:23:37,813 [INFO] Iter=2241, size=128, max=-0.0508, avg=-0.0691, min=-0.0897, std=0.0078
MNIST: 2024-04-15 19:23:37,890 [INFO] Iter=2242, size=128, max=-0.0667, avg=-0.0855, min=-0.1239, std=0.0110
MNIST: 2024-04-15 19:23:37,967 [INFO] Iter=2243, size=128, max=-0.0770, avg=-0.0920, min=-0.1388, std=0.0083
MNIST: 2024-04-15 19:23:38,045 [INFO] Iter=2244, size=128, max=-0.0572, avg=-0.0750, min=-0.1016, std=0.0088
MNIST: 2024-04-15 19:23:38,124 [INFO] Iter=2245, size=128, max=-0.0865, avg=-0.1058, min=-0.1465, std=0.0096
MNIST: 2024-04-15 19:23:38,202 [INFO] Iter=2246, size=128, max=-0.1101, avg=-0.1304, min=-0.1669, std=0.0124
MNIST: 2024-04-15 19:23:38,280 [INFO] Iter=2247, size=128, max=-0.0705, avg=-0.0862, min=-0.1206, std=0.0090
MNIST: 2024-04-15 19:23:38,357 [INFO] Iter=2248, size=128, max=-0.0592, avg=-0.0804, min=-0.1126, std=0.0094
MNIST: 2024-04-15 19:23:38,435 [INFO] Iter=2249, size=128, max=-0.0830, avg=-0.0996, min=-0.1233, std=0.0079
MNIST: 2024-04-15 19:23:38,513 [INFO] Iter=2250, size=128, max=-0.0781, avg=-0.0995, min=-0.1329, std=0.0095
MNIST: 2024-04-15 19:23:38,591 [INFO] Iter=2251, size=128, max=-0.0767, avg=-0.0938, min=-0.1394, std=0.0111
MNIST: 2024-04-15 19:23:38,664 [INFO] Iter=2252, size=128, max=-0.0837, avg=-0.0986, min=-0.1331, std=0.0088
MNIST: 2024-04-15 19:23:38,742 [INFO] Iter=2253, size=128, max=-0.0657, avg=-0.0865, min=-0.1212, std=0.0093
MNIST: 2024-04-15 19:23:38,820 [INFO] Iter=2254, size=128, max=-0.0732, avg=-0.0927, min=-0.1177, std=0.0091
MNIST: 2024-04-15 19:23:38,898 [INFO] Iter=2255, size=128, max=-0.0719, avg=-0.0874, min=-0.1212, std=0.0098
MNIST: 2024-04-15 19:23:38,975 [INFO] Iter=2256, size=128, max=-0.0940, avg=-0.1140, min=-0.1827, std=0.0115
MNIST: 2024-04-15 19:23:39,053 [INFO] Iter=2257, size=128, max=-0.0607, avg=-0.0769, min=-0.1167, std=0.0084
MNIST: 2024-04-15 19:23:39,131 [INFO] Iter=2258, size=128, max=-0.0573, avg=-0.0779, min=-0.1111, std=0.0084
MNIST: 2024-04-15 19:23:39,210 [INFO] Iter=2259, size=128, max=-0.0644, avg=-0.0850, min=-0.1233, std=0.0099
MNIST: 2024-04-15 19:23:39,283 [INFO] Iter=2260, size=128, max=-0.0466, avg=-0.0646, min=-0.0855, std=0.0078
MNIST: 2024-04-15 19:23:39,361 [INFO] Iter=2261, size=128, max=-0.0916, avg=-0.1114, min=-0.1468, std=0.0096
MNIST: 2024-04-15 19:23:39,438 [INFO] Iter=2262, size=128, max=-0.0669, avg=-0.0826, min=-0.1053, std=0.0077
MNIST: 2024-04-15 19:23:39,516 [INFO] Iter=2263, size=128, max=-0.0845, avg=-0.1024, min=-0.1408, std=0.0106
MNIST: 2024-04-15 19:23:39,593 [INFO] Iter=2264, size=128, max=-0.0486, avg=-0.0670, min=-0.0966, std=0.0092
MNIST: 2024-04-15 19:23:39,672 [INFO] Iter=2265, size=128, max=-0.0625, avg=-0.0798, min=-0.1097, std=0.0076
MNIST: 2024-04-15 19:23:39,748 [INFO] Iter=2266, size=128, max=-0.0486, avg=-0.0649, min=-0.1017, std=0.0078
MNIST: 2024-04-15 19:23:39,825 [INFO] Iter=2267, size=128, max=-0.0991, avg=-0.1222, min=-0.1799, std=0.0126
MNIST: 2024-04-15 19:23:39,904 [INFO] Iter=2268, size=128, max=-0.0596, avg=-0.0779, min=-0.1215, std=0.0098
MNIST: 2024-04-15 19:23:39,982 [INFO] Iter=2269, size=128, max=-0.0864, avg=-0.1057, min=-0.1361, std=0.0106
MNIST: 2024-04-15 19:23:40,060 [INFO] Iter=2270, size=128, max=-0.0732, avg=-0.0961, min=-0.1217, std=0.0089
MNIST: 2024-04-15 19:23:40,139 [INFO] Iter=2271, size=128, max=-0.0563, avg=-0.0798, min=-0.1006, std=0.0089
MNIST: 2024-04-15 19:23:40,215 [INFO] Iter=2272, size=128, max=-0.0772, avg=-0.0943, min=-0.1210, std=0.0089
MNIST: 2024-04-15 19:23:40,292 [INFO] Iter=2273, size=128, max=-0.0829, avg=-0.1050, min=-0.1551, std=0.0100
MNIST: 2024-04-15 19:23:40,370 [INFO] Iter=2274, size=128, max=-0.0698, avg=-0.0890, min=-0.1278, std=0.0091
MNIST: 2024-04-15 19:23:40,449 [INFO] Iter=2275, size=128, max=-0.0830, avg=-0.1032, min=-0.1580, std=0.0107
MNIST: 2024-04-15 19:23:40,522 [INFO] Iter=2276, size=128, max=-0.0529, avg=-0.0713, min=-0.1120, std=0.0088
MNIST: 2024-04-15 19:23:40,600 [INFO] Iter=2277, size=128, max=-0.0523, avg=-0.0729, min=-0.1080, std=0.0105
MNIST: 2024-04-15 19:23:40,673 [INFO] Iter=2278, size=128, max=-0.0693, avg=-0.0896, min=-0.1172, std=0.0095
MNIST: 2024-04-15 19:23:40,745 [INFO] Iter=2279, size=128, max=-0.0704, avg=-0.0973, min=-0.1353, std=0.0113
MNIST: 2024-04-15 19:23:40,824 [INFO] Iter=2280, size=128, max=-0.0861, avg=-0.1031, min=-0.1494, std=0.0092
MNIST: 2024-04-15 19:23:40,902 [INFO] Iter=2281, size=128, max=-0.0584, avg=-0.0722, min=-0.1052, std=0.0076
MNIST: 2024-04-15 19:23:40,975 [INFO] Iter=2282, size=128, max=-0.0627, avg=-0.0849, min=-0.1127, std=0.0092
MNIST: 2024-04-15 19:23:41,052 [INFO] Iter=2283, size=128, max=-0.0471, avg=-0.0648, min=-0.0913, std=0.0091
MNIST: 2024-04-15 19:23:41,130 [INFO] Iter=2284, size=128, max=-0.0690, avg=-0.0824, min=-0.1394, std=0.0094
MNIST: 2024-04-15 19:23:41,207 [INFO] Iter=2285, size=128, max=-0.0970, avg=-0.1137, min=-0.1479, std=0.0106
MNIST: 2024-04-15 19:23:41,286 [INFO] Iter=2286, size=128, max=-0.0575, avg=-0.0698, min=-0.0930, std=0.0074
MNIST: 2024-04-15 19:23:41,362 [INFO] Iter=2287, size=128, max=-0.0425, avg=-0.0590, min=-0.0778, std=0.0067
MNIST: 2024-04-15 19:23:41,440 [INFO] Iter=2288, size=128, max=-0.1016, avg=-0.1205, min=-0.1550, std=0.0105
MNIST: 2024-04-15 19:23:41,517 [INFO] Iter=2289, size=128, max=-0.0618, avg=-0.0806, min=-0.1158, std=0.0087
MNIST: 2024-04-15 19:23:41,590 [INFO] Iter=2290, size=128, max=-0.1033, avg=-0.1254, min=-0.1754, std=0.0119
MNIST: 2024-04-15 19:23:41,668 [INFO] Iter=2291, size=128, max=-0.0513, avg=-0.0655, min=-0.0899, std=0.0082
MNIST: 2024-04-15 19:23:41,742 [INFO] Iter=2292, size=128, max=-0.0857, avg=-0.1020, min=-0.1251, std=0.0083
MNIST: 2024-04-15 19:23:41,820 [INFO] Iter=2293, size=128, max=-0.0774, avg=-0.0959, min=-0.1237, std=0.0094
MNIST: 2024-04-15 19:23:41,898 [INFO] Iter=2294, size=128, max=-0.1056, avg=-0.1301, min=-0.1607, std=0.0109
MNIST: 2024-04-15 19:23:41,974 [INFO] Iter=2295, size=128, max=-0.0699, avg=-0.0909, min=-0.1141, std=0.0078
MNIST: 2024-04-15 19:23:42,047 [INFO] Iter=2296, size=128, max=-0.0721, avg=-0.0914, min=-0.1262, std=0.0108
MNIST: 2024-04-15 19:23:42,126 [INFO] Iter=2297, size=128, max=-0.0581, avg=-0.0764, min=-0.1098, std=0.0091
MNIST: 2024-04-15 19:23:42,202 [INFO] Iter=2298, size=128, max=-0.0546, avg=-0.0711, min=-0.0993, std=0.0090
MNIST: 2024-04-15 19:23:42,281 [INFO] Iter=2299, size=128, max=-0.0674, avg=-0.0805, min=-0.1024, std=0.0072
MNIST: 2024-04-15 19:23:42,357 [INFO] Iter=2300, size=128, max=-0.0870, avg=-0.1125, min=-0.1501, std=0.0124
MNIST: 2024-04-15 19:23:42,435 [INFO] Iter=2301, size=128, max=-0.0645, avg=-0.0808, min=-0.1072, std=0.0084
MNIST: 2024-04-15 19:23:42,513 [INFO] Iter=2302, size=128, max=-0.0596, avg=-0.0768, min=-0.1005, std=0.0077
MNIST: 2024-04-15 19:23:42,591 [INFO] Iter=2303, size=128, max=-0.0640, avg=-0.0782, min=-0.1152, std=0.0093
MNIST: 2024-04-15 19:23:42,669 [INFO] Iter=2304, size=128, max=-0.0877, avg=-0.1074, min=-0.1357, std=0.0095
MNIST: 2024-04-15 19:23:42,742 [INFO] Iter=2305, size=128, max=-0.0651, avg=-0.0834, min=-0.1080, std=0.0086
MNIST: 2024-04-15 19:23:42,820 [INFO] Iter=2306, size=128, max=-0.0506, avg=-0.0640, min=-0.0895, std=0.0081
MNIST: 2024-04-15 19:23:42,896 [INFO] Iter=2307, size=128, max=-0.0968, avg=-0.1145, min=-0.1379, std=0.0087
MNIST: 2024-04-15 19:23:42,974 [INFO] Iter=2308, size=128, max=-0.1096, avg=-0.1315, min=-0.1689, std=0.0096
MNIST: 2024-04-15 19:23:43,051 [INFO] Iter=2309, size=128, max=-0.0747, avg=-0.0927, min=-0.1150, std=0.0087
MNIST: 2024-04-15 19:23:43,124 [INFO] Iter=2310, size=128, max=-0.0749, avg=-0.0887, min=-0.1124, std=0.0073
MNIST: 2024-04-15 19:23:43,203 [INFO] Iter=2311, size=128, max=-0.0730, avg=-0.0887, min=-0.1149, std=0.0086
MNIST: 2024-04-15 19:23:43,281 [INFO] Iter=2312, size=128, max=-0.0667, avg=-0.0882, min=-0.1332, std=0.0115
MNIST: 2024-04-15 19:23:43,359 [INFO] Iter=2313, size=128, max=-0.0854, avg=-0.1076, min=-0.1456, std=0.0103
MNIST: 2024-04-15 19:23:43,436 [INFO] Iter=2314, size=128, max=-0.0627, avg=-0.0813, min=-0.1020, std=0.0081
MNIST: 2024-04-15 19:23:43,514 [INFO] Iter=2315, size=128, max=-0.0816, avg=-0.1016, min=-0.1375, std=0.0103
MNIST: 2024-04-15 19:23:43,591 [INFO] Iter=2316, size=128, max=-0.0514, avg=-0.0681, min=-0.0950, std=0.0081
MNIST: 2024-04-15 19:23:43,669 [INFO] Iter=2317, size=128, max=-0.0677, avg=-0.0853, min=-0.1165, std=0.0087
MNIST: 2024-04-15 19:23:43,748 [INFO] Iter=2318, size=128, max=-0.0777, avg=-0.0977, min=-0.1261, std=0.0094
MNIST: 2024-04-15 19:23:43,827 [INFO] Iter=2319, size=128, max=-0.0647, avg=-0.0835, min=-0.1043, std=0.0080
MNIST: 2024-04-15 19:23:43,906 [INFO] Iter=2320, size=128, max=-0.0613, avg=-0.0779, min=-0.1298, std=0.0099
MNIST: 2024-04-15 19:23:43,979 [INFO] Iter=2321, size=128, max=-0.0606, avg=-0.0853, min=-0.1139, std=0.0088
MNIST: 2024-04-15 19:23:44,057 [INFO] Iter=2322, size=128, max=-0.0817, avg=-0.0988, min=-0.1228, std=0.0093
MNIST: 2024-04-15 19:23:44,129 [INFO] Iter=2323, size=128, max=-0.0677, avg=-0.0864, min=-0.1275, std=0.0096
MNIST: 2024-04-15 19:23:44,206 [INFO] Iter=2324, size=128, max=-0.0508, avg=-0.0696, min=-0.0966, std=0.0089
MNIST: 2024-04-15 19:23:44,285 [INFO] Iter=2325, size=128, max=-0.0797, avg=-0.1040, min=-0.1456, std=0.0111
MNIST: 2024-04-15 19:23:44,364 [INFO] Iter=2326, size=128, max=-0.0679, avg=-0.0881, min=-0.1350, std=0.0113
MNIST: 2024-04-15 19:23:44,443 [INFO] Iter=2327, size=128, max=-0.0833, avg=-0.1025, min=-0.1297, std=0.0090
MNIST: 2024-04-15 19:23:44,518 [INFO] Iter=2328, size=128, max=-0.0804, avg=-0.1016, min=-0.1339, std=0.0096
MNIST: 2024-04-15 19:23:44,591 [INFO] Iter=2329, size=128, max=-0.0561, avg=-0.0726, min=-0.1083, std=0.0090
MNIST: 2024-04-15 19:23:44,669 [INFO] Iter=2330, size=128, max=-0.0614, avg=-0.0783, min=-0.1189, std=0.0081
MNIST: 2024-04-15 19:23:44,748 [INFO] Iter=2331, size=128, max=-0.0702, avg=-0.0841, min=-0.1087, std=0.0077
MNIST: 2024-04-15 19:23:44,827 [INFO] Iter=2332, size=128, max=-0.0751, avg=-0.0948, min=-0.1835, std=0.0144
MNIST: 2024-04-15 19:23:44,905 [INFO] Iter=2333, size=128, max=-0.0478, avg=-0.0646, min=-0.0821, std=0.0075
MNIST: 2024-04-15 19:23:44,984 [INFO] Iter=2334, size=128, max=-0.0831, avg=-0.1093, min=-0.1429, std=0.0106
MNIST: 2024-04-15 19:23:45,063 [INFO] Iter=2335, size=128, max=-0.0506, avg=-0.0666, min=-0.0998, std=0.0089
MNIST: 2024-04-15 19:23:45,141 [INFO] Iter=2336, size=128, max=-0.0646, avg=-0.0812, min=-0.1220, std=0.0105
MNIST: 2024-04-15 19:23:45,217 [INFO] Iter=2337, size=128, max=-0.0717, avg=-0.0939, min=-0.1366, std=0.0119
MNIST: 2024-04-15 19:23:45,289 [INFO] Iter=2338, size=128, max=-0.0712, avg=-0.0910, min=-0.1198, std=0.0084
MNIST: 2024-04-15 19:23:45,362 [INFO] Iter=2339, size=128, max=-0.0653, avg=-0.0837, min=-0.1065, std=0.0081
MNIST: 2024-04-15 19:23:45,435 [INFO] Iter=2340, size=128, max=-0.0537, avg=-0.0693, min=-0.0917, std=0.0077
MNIST: 2024-04-15 19:23:45,513 [INFO] Iter=2341, size=128, max=-0.0497, avg=-0.0643, min=-0.0975, std=0.0086
MNIST: 2024-04-15 19:23:45,591 [INFO] Iter=2342, size=128, max=-0.0449, avg=-0.0612, min=-0.0888, std=0.0079
MNIST: 2024-04-15 19:23:45,669 [INFO] Iter=2343, size=128, max=-0.0829, avg=-0.0986, min=-0.1336, std=0.0083
MNIST: 2024-04-15 19:23:45,746 [INFO] Iter=2344, size=128, max=-0.0540, avg=-0.0721, min=-0.1010, std=0.0087
MNIST: 2024-04-15 19:23:45,825 [INFO] Iter=2345, size=128, max=-0.0621, avg=-0.0815, min=-0.1239, std=0.0094
MNIST: 2024-04-15 19:23:45,902 [INFO] Iter=2346, size=128, max=-0.0776, avg=-0.0943, min=-0.1277, std=0.0088
MNIST: 2024-04-15 19:23:45,980 [INFO] Iter=2347, size=128, max=-0.0762, avg=-0.0907, min=-0.1143, std=0.0078
MNIST: 2024-04-15 19:23:46,053 [INFO] Iter=2348, size=128, max=-0.0516, avg=-0.0728, min=-0.1238, std=0.0099
MNIST: 2024-04-15 19:23:46,131 [INFO] Iter=2349, size=128, max=-0.0660, avg=-0.0867, min=-0.1465, std=0.0108
MNIST: 2024-04-15 19:23:46,209 [INFO] Iter=2350, size=128, max=-0.0554, avg=-0.0722, min=-0.1047, std=0.0083
MNIST: 2024-04-15 19:23:46,286 [INFO] Iter=2351, size=128, max=-0.0630, avg=-0.0804, min=-0.1087, std=0.0098
MNIST: 2024-04-15 19:23:46,360 [INFO] Iter=2352, size=128, max=-0.0382, avg=-0.0602, min=-0.0824, std=0.0080
MNIST: 2024-04-15 19:23:46,438 [INFO] Iter=2353, size=128, max=-0.0687, avg=-0.0895, min=-0.1260, std=0.0091
MNIST: 2024-04-15 19:23:46,511 [INFO] Iter=2354, size=128, max=-0.0752, avg=-0.0914, min=-0.1245, std=0.0098
MNIST: 2024-04-15 19:23:46,589 [INFO] Iter=2355, size=128, max=-0.0726, avg=-0.0892, min=-0.1105, std=0.0077
MNIST: 2024-04-15 19:23:46,666 [INFO] Iter=2356, size=128, max=-0.0443, avg=-0.0615, min=-0.0837, std=0.0071
MNIST: 2024-04-15 19:23:46,740 [INFO] Iter=2357, size=128, max=-0.0580, avg=-0.0755, min=-0.1151, std=0.0094
MNIST: 2024-04-15 19:23:46,818 [INFO] Iter=2358, size=128, max=-0.0823, avg=-0.1015, min=-0.1313, std=0.0103
MNIST: 2024-04-15 19:23:46,897 [INFO] Iter=2359, size=128, max=-0.0736, avg=-0.0904, min=-0.1139, std=0.0078
MNIST: 2024-04-15 19:23:46,969 [INFO] Iter=2360, size=128, max=-0.0741, avg=-0.0950, min=-0.1179, std=0.0096
MNIST: 2024-04-15 19:23:47,045 [INFO] Iter=2361, size=128, max=-0.0670, avg=-0.0831, min=-0.1032, std=0.0074
MNIST: 2024-04-15 19:23:47,119 [INFO] Iter=2362, size=128, max=-0.0649, avg=-0.0834, min=-0.1139, std=0.0081
MNIST: 2024-04-15 19:23:47,198 [INFO] Iter=2363, size=128, max=-0.0732, avg=-0.0921, min=-0.1348, std=0.0107
MNIST: 2024-04-15 19:23:47,275 [INFO] Iter=2364, size=128, max=-0.0586, avg=-0.0789, min=-0.1215, std=0.0098
MNIST: 2024-04-15 19:23:47,353 [INFO] Iter=2365, size=128, max=-0.0723, avg=-0.0857, min=-0.1144, std=0.0090
MNIST: 2024-04-15 19:23:47,430 [INFO] Iter=2366, size=128, max=-0.0888, avg=-0.1064, min=-0.1493, std=0.0111
MNIST: 2024-04-15 19:23:47,508 [INFO] Iter=2367, size=128, max=-0.0656, avg=-0.0812, min=-0.1159, std=0.0089
MNIST: 2024-04-15 19:23:47,587 [INFO] Iter=2368, size=128, max=-0.0773, avg=-0.0920, min=-0.1297, std=0.0091
MNIST: 2024-04-15 19:23:47,666 [INFO] Iter=2369, size=128, max=-0.0546, avg=-0.0703, min=-0.1079, std=0.0078
MNIST: 2024-04-15 19:23:47,744 [INFO] Iter=2370, size=128, max=-0.0954, avg=-0.1123, min=-0.1492, std=0.0104
MNIST: 2024-04-15 19:23:47,824 [INFO] Iter=2371, size=128, max=-0.0731, avg=-0.0913, min=-0.1190, std=0.0092
MNIST: 2024-04-15 19:23:47,900 [INFO] Iter=2372, size=128, max=-0.0562, avg=-0.0774, min=-0.1346, std=0.0128
MNIST: 2024-04-15 19:23:47,978 [INFO] Iter=2373, size=128, max=-0.0838, avg=-0.1050, min=-0.1332, std=0.0088
MNIST: 2024-04-15 19:23:48,051 [INFO] Iter=2374, size=128, max=-0.0795, avg=-0.0932, min=-0.1397, std=0.0085
MNIST: 2024-04-15 19:23:48,129 [INFO] Iter=2375, size=128, max=-0.0738, avg=-0.0907, min=-0.1212, std=0.0092
MNIST: 2024-04-15 19:23:48,207 [INFO] Iter=2376, size=128, max=-0.0706, avg=-0.0884, min=-0.1311, std=0.0095
MNIST: 2024-04-15 19:23:48,286 [INFO] Iter=2377, size=128, max=-0.0691, avg=-0.0893, min=-0.1186, std=0.0087
MNIST: 2024-04-15 19:23:48,365 [INFO] Iter=2378, size=128, max=-0.0891, avg=-0.1103, min=-0.1399, std=0.0099
MNIST: 2024-04-15 19:23:48,444 [INFO] Iter=2379, size=128, max=-0.0516, avg=-0.0785, min=-0.1232, std=0.0106
MNIST: 2024-04-15 19:23:48,523 [INFO] Iter=2380, size=128, max=-0.0504, avg=-0.0686, min=-0.0997, std=0.0087
MNIST: 2024-04-15 19:23:48,602 [INFO] Iter=2381, size=128, max=-0.0622, avg=-0.0812, min=-0.1114, std=0.0104
MNIST: 2024-04-15 19:23:48,680 [INFO] Iter=2382, size=128, max=-0.0776, avg=-0.0976, min=-0.1315, std=0.0090
MNIST: 2024-04-15 19:23:48,757 [INFO] Iter=2383, size=128, max=-0.0722, avg=-0.0870, min=-0.1120, std=0.0075
MNIST: 2024-04-15 19:23:48,833 [INFO] Iter=2384, size=128, max=-0.0633, avg=-0.0805, min=-0.1072, std=0.0078
MNIST: 2024-04-15 19:23:48,911 [INFO] Iter=2385, size=128, max=-0.0605, avg=-0.0758, min=-0.1077, std=0.0089
MNIST: 2024-04-15 19:23:48,989 [INFO] Iter=2386, size=128, max=-0.0528, avg=-0.0714, min=-0.1096, std=0.0104
MNIST: 2024-04-15 19:23:49,067 [INFO] Iter=2387, size=128, max=-0.0806, avg=-0.0989, min=-0.1363, std=0.0102
MNIST: 2024-04-15 19:23:49,144 [INFO] Iter=2388, size=128, max=-0.0782, avg=-0.0978, min=-0.1578, std=0.0113
MNIST: 2024-04-15 19:23:49,223 [INFO] Iter=2389, size=128, max=-0.0545, avg=-0.0735, min=-0.1105, std=0.0101
MNIST: 2024-04-15 19:23:49,301 [INFO] Iter=2390, size=128, max=-0.0707, avg=-0.0842, min=-0.1064, std=0.0072
MNIST: 2024-04-15 19:23:49,378 [INFO] Iter=2391, size=128, max=-0.0654, avg=-0.0787, min=-0.1178, std=0.0083
MNIST: 2024-04-15 19:23:49,455 [INFO] Iter=2392, size=128, max=-0.0833, avg=-0.0997, min=-0.1629, std=0.0134
MNIST: 2024-04-15 19:23:49,533 [INFO] Iter=2393, size=128, max=-0.0551, avg=-0.0731, min=-0.1014, std=0.0077
MNIST: 2024-04-15 19:23:49,611 [INFO] Iter=2394, size=128, max=-0.0710, avg=-0.0892, min=-0.1225, std=0.0091
MNIST: 2024-04-15 19:23:49,689 [INFO] Iter=2395, size=128, max=-0.0395, avg=-0.0544, min=-0.0750, std=0.0077
MNIST: 2024-04-15 19:23:49,766 [INFO] Iter=2396, size=128, max=-0.0924, avg=-0.1106, min=-0.1326, std=0.0082
MNIST: 2024-04-15 19:23:49,839 [INFO] Iter=2397, size=128, max=-0.0709, avg=-0.0910, min=-0.1157, std=0.0092
MNIST: 2024-04-15 19:23:49,917 [INFO] Iter=2398, size=128, max=-0.0777, avg=-0.0999, min=-0.1338, std=0.0103
MNIST: 2024-04-15 19:23:49,994 [INFO] Iter=2399, size=128, max=-0.0505, avg=-0.0684, min=-0.1183, std=0.0102
MNIST: 2024-04-15 19:23:50,071 [INFO] Iter=2400, size=128, max=-0.0755, avg=-0.0955, min=-0.1304, std=0.0107
MNIST: 2024-04-15 19:23:50,149 [INFO] Iter=2401, size=128, max=-0.0916, avg=-0.1113, min=-0.1506, std=0.0109
MNIST: 2024-04-15 19:23:50,228 [INFO] Iter=2402, size=128, max=-0.0503, avg=-0.0680, min=-0.1142, std=0.0098
MNIST: 2024-04-15 19:23:50,305 [INFO] Iter=2403, size=128, max=-0.0665, avg=-0.0879, min=-0.1322, std=0.0095
MNIST: 2024-04-15 19:23:50,381 [INFO] Iter=2404, size=128, max=-0.0401, avg=-0.0558, min=-0.0924, std=0.0083
MNIST: 2024-04-15 19:23:50,454 [INFO] Iter=2405, size=128, max=-0.0909, avg=-0.1119, min=-0.1404, std=0.0093
MNIST: 2024-04-15 19:23:50,531 [INFO] Iter=2406, size=128, max=-0.0628, avg=-0.0790, min=-0.1046, std=0.0084
MNIST: 2024-04-15 19:23:50,603 [INFO] Iter=2407, size=128, max=-0.0631, avg=-0.0758, min=-0.1160, std=0.0087
MNIST: 2024-04-15 19:23:50,682 [INFO] Iter=2408, size=128, max=-0.0503, avg=-0.0679, min=-0.1007, std=0.0089
